<<<<<<< Updated upstream
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.1.52	Q8YU29	WP_117116269.1	276.0	6.80547e-50	34.0	294.0	301.0	11.0	282.0	19.0	292.0	92.2	90.7	6.0	6.0	6.0	ABC	CHEBI:4853;esculin, CHEBI:6668;maltose, CHEBI:9314;sucrose, CHEBI:60980;beta-glucoside, CHEBI:5418;glucose, CHEBI:5172;fructose	PF00528	PF00528	NA	NA
3.A.1.1.52	Q8Z042	NA	276.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.52	Q8YMZ3	NA	432.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.52	Q8YVQ8	NA	418.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.52	Q8YVZ3	NA	366.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.57	B3EYM9	WP_100780967.1	324.0	1.45464e-22	24.0	429.0	454.0	28.0	332.0	42.0	354.0	70.9	68.7	1.0	1.0	0.0	ABC	CHEBI:7758;oligosaccharide	PF01547,PF13416,PF13531	PF01547,PF13416	NA	NA
3.A.1.1.57	B3EYN0	NA	308.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.57	B3EYN1	NA	302.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.61	O53483	WP_040152710.1	261.0	4.15461e-46	33.0	295.0	280.0	38.0	294.0	23.0	278.0	86.8	91.1	6.0	6.0	6.0	ABC	None	PF00528	PF00528	NA	NA
3.A.1.1.61	O53482	NA	357.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.61	O53484	NA	300.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.61	O53485	NA	439.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.10.1	P21409	WP_165787462.1	524.0	0.0	71.0	524.0	527.0	1.0	524.0	4.0	527.0	99.8	99.2	12.0	12.0	12.0	ABC	CHEBI:34755;iron(3+)	PF00528,PF00528	PF00528,PF00528	NA	NA
3.A.1.10.1	P21410	NA	345.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.10.1	P21408	NA	338.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.103.6	Q9HTB8	WP_008804106.1	261.0	2.0725299999999998e-112	57.0	264.0	265.0	4.0	264.0	5.0	265.0	98.5	98.1	6.0	6.0	6.0	ABC	CHEBI:6494;lipopolysaccharide	PF01061	PF01061	NA	NA
3.A.1.103.6	Q9I3V8	NA	422.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.105.15	C6EIY9	WP_008805757.1	377.0	0.0	91.0	377.0	377.0	1.0	377.0	1.0	377.0	99.7	99.7	6.0	6.0	6.0	ABC	CHEBI:23888;drug	PF12698,PF12679,PF01061	PF12698,PF12679,PF01061	NA	NA
3.A.1.105.15	P75777	WP_008805759.1	331.0	0.0	80.0	331.0	332.0	1.0	331.0	2.0	332.0	99.7	99.4	1.0	1.0	1.0	ABC	CHEBI:23888;drug	PF16576,PF13437,PF13533	PF16576,PF13437,PF13533	NA	NA
3.A.1.105.15	P0AFP9	WP_012542389.1	367.0	0.0	93.0	368.0	368.0	1.0	367.0	1.0	367.0	99.5	99.5	6.0	6.0	6.0	ABC	CHEBI:23888;drug	PF12698,PF01061,PF12679	PF12698,PF01061,PF12679	NA	NA
3.A.1.105.15	P0A9U1	NA	578.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.105.17	P0AFN6	WP_043875788.1	256.0	1.84296e-178	93.0	256.0	256.0	1.0	256.0	1.0	256.0	99.6	99.6	6.0	6.0	6.0	ABC	CHEBI:8150;phospholipid, CHEBI:26188;polyketide	PF01061	PF01061	NA	NA
3.A.1.105.17	P36879	NA	308.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.105.4	Q4VWC8	WP_163590058.1	365.0	2.2272e-58	32.0	364.0	377.0	4.0	364.0	18.0	377.0	98.9	95.2	6.0	8.0	6.0	ABC	None	PF12698,PF01061,PF12679,PF12730	PF12698,PF12679,PF01061,PF12730	NA	NA
3.A.1.105.4	Q4VWC7	NA	372.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.105.4	Q4VWC9	NA	589.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.105.4	Q4VWD0	NA	336.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.105.4	Q4VWC6	NA	480.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.107.3	P0ABM0	WP_100780930.1	211.0	2.97242e-104	72.0	219.0	220.0	9.0	219.0	10.0	220.0	95.9	95.5	6.0	6.0	6.0	ABC	CHEBI:5651;ferroheme b	PF03379	PF03379	NA	NA
3.A.1.107.3	P0ABM7	WP_002908220.1	67.0	9.41972e-16	45.0	76.0	69.0	1.0	67.0	1.0	67.0	86.8	95.7	1.0	1.0	1.0	ABC	CHEBI:5651;ferroheme b	PF04995	PF04995	NA	NA
3.A.1.107.3	Q8XE58	NA	207.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.11.1	P0AFK9	WP_023297371.1	348.0	0.0	92.0	348.0	348.0	1.0	348.0	1.0	348.0	99.7	99.7	1.0	1.0	1.0	ABC	CHEBI:9218;spermidine, CHEBI:8650;putrescine	PF13416,PF13343,PF01547,PF13531,PF02030	PF13416,PF13343,PF13531,PF01547,PF02030	NA	NA
3.A.1.11.1	P0AFK4	WP_008806020.1	275.0	0.0	93.0	285.0	275.0	11.0	285.0	1.0	275.0	96.1	99.6	6.0	6.0	6.0	ABC	CHEBI:9218;spermidine, CHEBI:8650;putrescine	PF00528	PF00528	NA	NA
3.A.1.11.1	P0AFK6	WP_012968557.1	258.0	3.94068e-174	96.0	261.0	264.0	1.0	258.0	1.0	258.0	98.5	97.3	6.0	6.0	6.0	ABC	CHEBI:9218;spermidine, CHEBI:8650;putrescine	PF00528	PF00528	NA	NA
3.A.1.11.1	P69874	NA	378.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.11.2	P31133	WP_002896368.1	370.0	0.0	91.0	370.0	370.0	1.0	370.0	1.0	370.0	99.7	99.7	1.0	1.0	1.0	ABC	CHEBI:8650;putrescine	PF13416,PF13343,PF01547,PF13531	PF13416,PF13343,PF01547,PF13531	NA	NA
3.A.1.11.2	P31135	WP_008805816.1	317.0	0.0	90.0	317.0	317.0	1.0	317.0	1.0	317.0	99.7	99.7	6.0	6.0	6.0	ABC	CHEBI:8650;putrescine	PF00528	PF00528	NA	NA
3.A.1.11.2	P0AFL1	WP_002896372.1	281.0	0.0	95.0	281.0	281.0	1.0	281.0	1.0	281.0	99.6	99.6	6.0	6.0	6.0	ABC	CHEBI:8650;putrescine	PF00528	PF00528	NA	NA
3.A.1.11.2	P31134	NA	377.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.11.3	Q44382	WP_012969154.1	256.0	6.86034e-20	24.0	277.0	294.0	10.0	261.0	28.0	279.0	90.6	85.4	6.0	6.0	6.0	ABC	CHEBI:80662;mannopine	PF00528	PF00528	NA	NA
3.A.1.11.3	Q44384	NA	354.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.11.3	Q44381	NA	273.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.11.3	Q44383	NA	394.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.11.9	P77795	WP_008804681.1	333.0	0.0	81.0	337.0	337.0	1.0	333.0	1.0	333.0	98.5	98.5	1.0	1.0	1.0	ABC	CHEBI:9218;spermidine, CHEBI:8650;putrescine, CHEBI:4705;double-stranded DNA	PF00005,PF08402	PF00005,PF08402	NA	NA
3.A.1.11.9	P77156	WP_100780982.1	299.0	0.0	89.0	309.0	313.0	11.0	309.0	15.0	313.0	96.4	95.2	6.0	6.0	6.0	ABC	CHEBI:9218;spermidine, CHEBI:8650;putrescine, CHEBI:4705;double-stranded DNA	PF00528	PF00528	NA	NA
3.A.1.11.9	P0AFR9	WP_082227972.1	262.0	2.89022e-171	89.0	268.0	264.0	1.0	262.0	1.0	262.0	97.4	98.9	6.0	6.0	6.0	ABC	CHEBI:9218;spermidine, CHEBI:8650;putrescine, CHEBI:4705;double-stranded DNA	PF00528	PF00528	NA	NA
3.A.1.11.9	P76108	NA	381.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.112.13	Q93GK5	WP_153690837.1	698.0	0.0	53.0	707.0	698.0	1.0	698.0	1.0	698.0	98.6	99.9	4.0	6.0	4.0	ABC	None	PF00664,PF03412,PF00005	PF00664,PF03412,PF00005,PF12385	NA	NA
3.A.1.12.1	P14176	WP_008806140.1	355.0	0.0	90.0	355.0	354.0	1.0	355.0	1.0	354.0	99.7	99.7	7.0	7.0	7.0	ABC	CHEBI:16244;4-(trimethylammonio)butanoate, CHEBI:3665;choline, CHEBI:3424;carnitinium, CHEBI:28825;beta-alanine betaine, CHEBI:3073;glycine betaine, CHEBI:26271;proline	PF00528	PF00528	NA	NA
3.A.1.12.1	P14175	NA	400.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.1	P0AFM2	NA	330.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.10	Q87WH4	WP_012967792.1	210.0	1.3117e-32	35.0	209.0	217.0	2.0	206.0	10.0	212.0	97.6	93.1	5.0	5.0	5.0	ABC	CHEBI:26272;L-proline betaine, CHEBI:3665;choline, CHEBI:3424;carnitinium, CHEBI:2416;acetylcholine, CHEBI:3073;glycine betaine	PF00528	PF00528	NA	NA
3.A.1.12.10	Q87WH3	NA	297.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.10	Q87WH5	NA	385.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.15	P33361	WP_044649915.1	381.0	1.8831e-163	63.0	385.0	385.0	8.0	385.0	5.0	385.0	97.9	98.7	10.0	10.0	10.0	ABC	CHEBI:3665;choline, CHEBI:3073;glycine betaine, CHEBI:5460;glycine	PF00528	PF00528	NA	NA
3.A.1.12.15	P33359	WP_032730818.1	241.0	7.37856e-124	75.0	245.0	243.0	1.0	241.0	1.0	241.0	98.0	98.8	6.0	6.0	6.0	ABC	CHEBI:3665;choline, CHEBI:3073;glycine betaine, CHEBI:5460;glycine	PF00528	PF00528	NA	NA
3.A.1.12.15	P33360	NA	308.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.15	P33362	NA	305.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.4	O34878	WP_004203269.1	178.0	8.47989e-41	38.0	222.0	217.0	23.0	200.0	15.0	192.0	79.7	81.6	5.0	5.0	5.0	ABC	CHEBI:17237;(E)-4-(trimethylammonio)but-2-enoate, CHEBI:16244;4-(trimethylammonio)butanoate, CHEBI:26272;L-proline betaine, CHEBI:3665;choline, CHEBI:3424;carnitinium, CHEBI:3073;glycine betaine, CHEBI:4756;ectoine, CHEBI:16457;S,S-dimethyl-beta-propiothetin, CHEBI:4623;(carboxymethyl)(dimethyl)sulfonium	PF00528	PF00528	NA	NA
3.A.1.12.4	O34992	NA	380.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.4	O32243	NA	303.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.4	O34742	NA	229.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.12.8	Q93A34	WP_012541295.1	264.0	6.48505e-31	31.0	299.0	504.0	35.0	292.0	236.0	497.0	86.0	51.8	1.0	6.0	0.0	ABC	CHEBI:3073;glycine betaine, CHEBI:26271;proline	PF04069	PF04069,PF00528	NA	NA
3.A.1.12.8	Q93A35	NA	328.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.122.15	P77504	WP_100781113.1	803.0	0.0	82.0	804.0	804.0	1.0	803.0	1.0	803.0	99.8	99.8	10.0	10.0	10.0	ABC	CHEBI:3473;cation	PF02687,PF02687	PF02687,PF02687	NA	NA
3.A.1.122.15	P0A9T8	NA	228.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.13.1	P06609	WP_032733215.1	324.0	0.0	82.0	328.0	326.0	1.0	324.0	1.0	324.0	98.5	99.1	9.0	9.0	9.0	ABC	CHEBI:17439;cyanocob(III)alamin	PF01032,PF00950	PF01032	NA	NA
3.A.1.13.1	Q8ZRP7	WP_012542811.1	265.0	1.12628e-138	74.0	266.0	266.0	1.0	265.0	1.0	265.0	99.2	99.2	1.0	1.0	1.0	ABC	CHEBI:17439;cyanocob(III)alamin	PF01497	PF01497	NA	NA
3.A.1.13.1	P06611	NA	249.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.139.2	P77307	WP_008805460.1	258.0	4.99726e-155	85.0	260.0	259.0	1.0	258.0	1.0	258.0	98.8	99.2	7.0	7.0	7.0	ABC	CHEBI:34754;iron(2+)	PF03649	PF03649	NA	NA
3.A.1.139.2	P77279	NA	225.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.11	Q57130	WP_016161290.1	336.0	7.99018e-106	50.0	335.0	337.0	1.0	330.0	1.0	332.0	98.2	98.2	9.0	8.0	8.0	ABC	CHEBI:6967;molybdate, CHEBI:46502;tungstate	PF01032	PF01032	NA	NA
3.A.1.14.11	Q57130	WP_023340318.1	332.0	1.1874199999999999e-78	41.0	336.0	337.0	1.0	325.0	1.0	326.0	96.4	96.4	9.0	8.0	8.0	ABC	CHEBI:6967;molybdate, CHEBI:46502;tungstate	PF01032,PF00950	PF01032	NA	NA
3.A.1.14.11	E3GUW2	WP_023322801.1	253.0	2.22313e-09	23.0	358.0	351.0	108.0	342.0	96.0	340.0	65.4	69.5	2.0	1.0	0.0	ABC	CHEBI:6967;molybdate, CHEBI:46502;tungstate	PF01497	PF01497	NA	NA
3.A.1.14.11	Q57399	NA	253.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.2	P23877	WP_012968727.1	330.0	0.0	82.0	330.0	330.0	1.0	330.0	1.0	330.0	99.7	99.7	8.0	9.0	8.0	ABC	CHEBI:28199;ferrienterobactin(3-)	PF01032	PF01032	NA	NA
3.A.1.14.2	P23876	WP_023297205.1	333.0	0.0	86.0	335.0	334.0	1.0	333.0	1.0	333.0	99.1	99.4	10.0	10.0	10.0	ABC	CHEBI:28199;ferrienterobactin(3-)	PF01032	PF01032	NA	NA
3.A.1.14.2	P23878	NA	271.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.2	C8U2V6	NA	318.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.24	P72590	WP_023297799.1	336.0	8.398439999999999e-79	43.0	341.0	343.0	1.0	336.0	8.0	338.0	98.2	96.2	10.0	9.0	9.0	ABC	CHEBI:84688;Fe(III)-complexed hydroxamate siderophore	PF01032	PF01032	NA	NA
3.A.1.14.24	P72592	NA	268.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.24	P72591	NA	349.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.24	P72593	NA	315.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.26	Q5SKA2	WP_012967850.1	311.0	5.13467e-11	23.0	332.0	284.0	1.0	306.0	1.0	257.0	91.9	90.1	1.0	1.0	1.0	ABC	CHEBI:17439;cyanocob(III)alamin	PF01497	PF01497	NA	NA
3.A.1.14.26	Q5SKA1	NA	342.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.26	Q5SKA0	NA	250.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.27	B4EKB4	WP_008804502.1	331.0	1.1828999999999999e-67	40.0	350.0	362.0	29.0	350.0	32.0	360.0	91.7	90.6	9.0	9.0	9.0	ABC	None	PF01032	PF01032	NA	NA
3.A.1.14.27	B4EKB3	WP_004145695.1	151.0	0.000185138	30.0	355.0	305.0	14.0	153.0	149.0	284.0	39.2	44.3	1.0	1.0	0.0	ABC	None	PF14226,PF03171	PF01497	NA	NA
3.A.1.14.27	B4EKB5	NA	273.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.3	P06972	WP_100781221.1	660.0	0.0	83.0	660.0	660.0	1.0	660.0	1.0	660.0	99.8	99.8	20.0	20.0	20.0	ABC	CHEBI:28163;iron(III) hydroxamate, CHEBI:77879;elaiophylin	PF01032,PF01032	PF01032,PF01032	NA	NA
3.A.1.14.3	P07821	NA	265.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.3	P07822	NA	296.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.5	Q56992	WP_032736337.1	327.0	1.10645e-138	64.0	331.0	334.0	8.0	331.0	8.0	334.0	97.6	97.6	9.0	9.0	9.0	ABC	CHEBI:5651;ferroheme b	PF01032	PF01032	NA	NA
3.A.1.14.5	Q56992	WP_162494475.1	337.0	1.65417e-67	40.0	342.0	334.0	9.0	341.0	5.0	331.0	97.1	97.6	9.0	9.0	9.0	ABC	CHEBI:5651;ferroheme b	PF01032,PF00950	PF01032	NA	NA
3.A.1.14.5	Q56993	NA	266.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.5	Q56991	NA	279.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.6	Q9RCF6	WP_100781063.1	327.0	6.93514e-07	24.0	372.0	325.0	8.0	314.0	15.0	291.0	82.3	84.9	1.0	1.0	1.0	ABC	CHEBI:28199;ferrienterobactin(3-)	PF01497	PF01497	NA	NA
3.A.1.14.6	Q9RCF4	NA	358.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.6	Q9RCF5	NA	350.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.6	Q9RCF3	NA	279.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.9	Q9HQ19	WP_012541383.1	337.0	2.01361e-62	37.0	345.0	369.0	8.0	339.0	35.0	361.0	95.9	88.3	10.0	11.0	9.0	ABC	CHEBI:3890;corrinoid	PF01032,PF00950	PF01032	NA	NA
3.A.1.14.9	Q9HQ18	NA	351.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.14.9	Q9HQ20	NA	369.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.140.1	P0AC31	WP_008806965.1	352.0	0.0	84.0	351.0	352.0	1.0	351.0	1.0	352.0	99.7	99.7	4.0	4.0	4.0	ABC	None	PF18075,PF02687	PF18075,PF02687	NA	NA
3.A.1.140.1	P0A9R7	NA	222.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.15.10	A1IQK4	WP_032740869.1	276.0	1.0769999999999999e-97	55.0	287.0	291.0	9.0	284.0	10.0	284.0	95.8	94.2	7.0	9.0	6.0	ABC	CHEBI:29035;manganese(2+), CHEBI:10113;zinc(2+)	PF00950	PF00950	NA	NA
3.A.1.15.10	A1IQK5	NA	251.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.15.10	Q5FA63	NA	308.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.15.3	O05703	WP_044643258.1	201.0	2.0177700000000001e-56	47.0	216.0	501.0	20.0	216.0	301.0	501.0	90.7	39.9	1.0	1.0	0.0	ABC	CHEBI:10113;zinc(2+)	PF09223	PF09223,PF01297	NA	NA
3.A.1.15.3	Q8DQ09	NA	311.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.15.3	O33704	NA	268.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.15.3	P0A2U6	NA	234.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.15.5	P39172	WP_008804251.1	314.0	5.17738e-174	77.0	314.0	310.0	1.0	314.0	1.0	310.0	99.7	99.7	1.0	1.0	1.0	ABC	CHEBI:10113;zinc(2+)	PF01297	PF01297	NA	NA
3.A.1.15.5	P39832	WP_008804249.1	261.0	6.25974e-168	92.0	261.0	261.0	1.0	261.0	1.0	261.0	99.6	99.6	7.0	7.0	7.0	ABC	CHEBI:10113;zinc(2+)	PF00950	PF00950,PF01032	NA	NA
3.A.1.15.5	P0A9X1	NA	251.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.15.7	Q9XCS2	WP_046622649.1	304.0	2.85773e-179	80.0	305.0	305.0	1.0	304.0	1.0	304.0	99.3	99.3	1.0	1.0	0.0	ABC	CHEBI:34754;iron(2+), CHEBI:29035;manganese(2+)	PF01297	PF01297	NA	NA
3.A.1.15.7	Q9XCS0	WP_008806197.1	278.0	2.48198e-174	87.0	282.0	286.0	1.0	278.0	1.0	278.0	98.2	96.9	9.0	9.0	9.0	ABC	CHEBI:34754;iron(2+), CHEBI:29035;manganese(2+)	PF00950,PF01032	PF00950,PF01032	NA	NA
3.A.1.15.7	Q9XCR9	WP_012540752.1	273.0	6.27506e-149	78.0	284.0	282.0	2.0	274.0	3.0	275.0	95.8	96.5	8.0	8.0	8.0	ABC	CHEBI:34754;iron(2+), CHEBI:29035;manganese(2+)	PF00950	PF00950,PF01032	NA	NA
3.A.1.15.7	Q9XCS1	NA	273.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.152.9	A6THI4	WP_008807120.1	360.0	0.0	99.0	360.0	360.0	1.0	360.0	1.0	360.0	99.7	99.7	6.0	6.0	6.0	ABC	None	PF03739	PF03739	NA	NA
3.A.1.152.9	A6THI3	WP_012969078.1	365.0	0.0	99.0	365.0	365.0	1.0	365.0	1.0	365.0	99.7	99.7	6.0	6.0	6.0	ABC	None	PF03739	PF03739	NA	NA
3.A.1.152.9	A6TEM0	NA	241.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.16.2	Q7BW13	WP_008804396.1	267.0	2.53451e-86	49.0	294.0	263.0	28.0	291.0	2.0	259.0	89.5	97.7	6.0	6.0	5.0	ABC	CHEBI:7585;nitrite, CHEBI:23419;cyanate	PF00528	PF00528	NA	NA
3.A.1.16.2	Q7BW13	WP_008805296.1	247.0	7.97067e-41	34.0	247.0	263.0	3.0	235.0	5.0	247.0	93.9	92.0	5.0	6.0	5.0	ABC	CHEBI:7585;nitrite, CHEBI:23419;cyanate	PF00528	PF00528	NA	NA
3.A.1.16.2	O05347	NA	289.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.16.2	O07334	NA	440.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.16.4	Q44292	WP_039104312.1	445.0	2.03148e-90	37.0	418.0	440.0	7.0	415.0	4.0	439.0	97.6	98.9	3.0	1.0	1.0	ABC	None	PF13379	PF13379	NA	NA
3.A.1.16.4	Q8YZ25	NA	59.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.16.4	Q8YRV7	NA	273.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA
3.A.1.16.4	Q8YRV8	NA	263.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA
